CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,EstimatedSalary,,,,,,
15762803,Innes,509,FRA,Male,31,3,€15360.91,,,,,,
15812982,Francis,509,Spain,Male,38,2,€168460.12,,,,,,
15597901,Chidozie,609,French,Male,34,1,€181177.9,,,,,,
15731507,Mackenzie,456,France,Female,33,1,€58363.94,,,,,,
15809826,Craigie,728,France,Female,46,2,€20276.87,,,,,,
15764237,Manfrin,663,Spain,Male,33,9,€91514.62,,,,,,
15769917,Onyekachi,673,Germany,Female,34,1,€76703.1,,,,,,
15641850,Pethard,717,French,Male,40,0,€110887.14,,,,,,
15770974,Nwabugwu,741,Germany,Female,37,8,€109843.16,,,,,,
15803749,DeRose,498,Germany,Female,41,4,€12577.21,,,,,,
15684999,Ch'eng,850,French,Female,26,4,€179365.1,,,,,,
15770225,Padovesi,493,France,Male,36,9,€65816.53,,,,,,
15627484,Obielumani,686,French,Female,47,5,€124170.9,,,,,,
15610337,Stephens,666,Spain,Male,35,2,€175015.12,,,,,,
15752488,Emery,733,Spain,Female,31,9,€115441.66,,,,,,
15610056,Dufresne,631,Germany,Female,34,6,€128247.03,,,,,,
15806049,Lee,714,Germany,Female,49,5,€141914.94,,,,,,
15736069,Hsing,767,Germany,Female,35,6,€115566.57,,,,,,
15763662,Longo,711,Germany,Male,43,2,€175423.69,,,,,,
15615575,Vial,722,French,Male,34,8,€133447.49,,,,,,
15691723,Chukwudi,631,Spain,Male,55,9,€114474.98,,,,,,
15774098,Grant,701,Germany,Male,38,3,€52044.66,,,,,,
15750808,Ma,790,Spain,Male,46,2,€180290.68,,,,,,
15744368,Sun,633,Spain,Male,58,6,€132034.13,,,,,,
15610594,Moss,644,FRA,Female,37,8,€20968.88,,,,,,
15756125,Booth,757,Spain,Male,44,5,€158735.1,,,,,,
15623277,Ross,696,France,Female,30,8,€196134.44,,,,,,
15795954,Ndukaku,746,France,Male,35,2,€22374.97,,,,,,
15671969,Pruneda,649,Spain,Male,36,8,€161668.15,,,,,,
15791268,Neumann,565,Spain,Male,38,0,€67339.34,,,,,,
15713655,Calabrese,720,French,Female,38,10,€56229.72,,,,,,
15633930,Yobachukwu,648,Spain,Female,56,6,€140991.23,,,,,,
15712849,Tung,632,Germany,Male,41,3,€177644.52,,,,,,
15639077,Marchesi,622,FRA,Female,30,2,€142342.55,,,,,,
15808784,Hess,835,France,Male,28,2,€154559.28,,,,,,
15648577,Pickering,493,France,Female,31,3,€176570.28,,,,,,
15670345,Mazzi,785,Germany,Female,33,6,€191961.83,,,,,,
15633112,Madukaego,681,Germany,Male,42,3,€9452.88,,,,,,
15714397,Trentino,621,Germany,Female,30,2,€165257.31,,,,,,
15780038,Paterson,756,Spain,Male,38,6,€169763.89,,,,,,
15756305,Marchesi,515,French,Female,66,6,€160663.11,,,,,,
15578799,Anayolisa,625,FRA,Female,58,10,€192072.1,,,,,,
15800326,Poole,717,Spain,Female,39,6,€93275.61,,,,,,
15785485,Zhou,595,Germany,Female,41,2,€112269.67,,,,,,
15783958,Bates,539,Spain,Female,37,1,€2186.83,,,,,,
15727546,Olejuru,762,French,Male,35,9,€43075.7,,,,,,
15739576,Bustard,706,Spain,Male,20,8,€12368.11,,,,,,
15631333,Wade,677,Spain,Female,25,8,€42410.21,,,,,,
15604782,Tan,733,Germany,Female,33,7,€190430.81,,,,,,
15589643,Ngozichukwuka,684,Spain,Female,41,7,€138394.37,,,,,,
15585533,Calabrese,679,FRA,Male,36,6,€172501.38,,,,,,
15681506,Lane,478,Spain,Male,43,1,€197916.43,,,,,,
15630551,Forbes,696,FRA,Male,33,2,€7035.36,,,,,,
15698349,Davy,686,Spain,Female,35,4,€159676.55,,,,,,
15776631,Ma,466,France,Female,36,5,€80603.99,,,,,,
15762216,Barrera,686,FRA,Female,41,4,€187599.8,,,,,,
15623927,Alexander,576,France,Male,55,9,€94450.97,,,,,,
15681402,Ngozichukwuka,763,Germany,Female,61,1,€143981.27,,,,,,
15586264,Murray,572,France,Male,43,2,€26450.57,,,,,,
15594685,Hall,757,French,Female,49,2,€164482.92,,,,,,
15812945,Padovesi,582,France,Female,29,0,€84012.81,,,,,,
15734628,Lysaght,623,France,Female,35,5,€101192.08,,,,,,
15629323,Kelechi,617,Germany,Female,37,4,€175324.74,,,,,,
15666823,Nebechi,425,France,Male,39,4,€197226.32,,,,,,
15777553,Hanson,659,FRA,Female,56,9,€99504.03,,,,,,
15613097,Kao,605,French,Female,33,4,€83700.66,,,,,,
15622217,Tu,538,French,Female,38,8,€28226.15,,,,,,
15703588,Palerma,665,Germany,Male,25,5,€35321.65,,,,,,
15570835,Fallaci,491,Germany,Female,57,4,€41229.73,,,,,,
15679299,Shen,726,Spain,Female,27,7,€78970.58,,,,,,
15808044,Ts'ui,580,France,Female,65,9,€107890.69,,,,,,
15579208,Chikezie,550,France,Female,48,6,€191870.28,,,,,,
15684951,He,542,French,Female,59,2,€7905.06,,,,,,
15667620,Dreyer,732,France,Female,43,6,€65731.53,,,,,,
15582960,Short,473,FRA,Female,33,5,€145698.73,,,,,,
15590730,Hunt,745,Spain,Male,34,9,€50046.25,,,,,,
15763747,Ricci,732,French,Male,36,7,€60830.24,,,,,,
15778320,Teng,848,Germany,Female,40,5,€158853.98,,,,,,
15642787,Ijendu,572,French,Male,37,1,€111243.09,,,,,,
15624633,Kibby,702,FRA,Male,45,9,€171014.69,,,,,,
15766765,Obiuto,664,Germany,Male,39,7,€170835.32,,,,,,
15783615,Ramos,630,Germany,Male,50,3,€47775.34,,,,,,
15640161,Calabrese,618,Germany,Male,44,5,€139297.71,,,,,,
15619889,Vasin,556,FRA,Male,26,4,€195167.38,,,,,,
15579166,Munro,619,French,Female,30,7,€160948.87,,,,,,
15789097,Keeley,644,French,Male,48,8,€44965.54,,,,,,
15674880,Archer,658,Spain,Male,50,2,€52137.73,,,,,,
15778157,Murray,598,Spain,Male,27,8,€109296.18,,,,,,
15779064,Chidiegwu,677,French,Male,27,2,€20092.89,,,,,,
15801265,Tang,689,Spain,Female,45,0,€197804.0,,,,,,
15589204,Farrar,591,France,Male,33,9,€118782.06,,,,,,
15664543,Shaw,699,France,Male,40,7,€152876.13,,,,,,
15582714,Napolitani,749,Germany,Male,47,9,€135655.29,,,,,,
15797595,Greenhalgh,709,France,Female,40,9,€103970.58,,,,,,
15614034,Martin,607,Germany,Male,61,2,€35786.76,,,,,,
15763171,Hu,650,Germany,Female,25,2,€25325.07,,,,,,
15647266,Y?an,651,Spain,Female,45,10,€18732.84,,,,,,
15757577,Odili,676,French,Female,61,8,€118522.73,,,,,,
15736656,H?,723,FRA,Female,49,4,€89972.25,,,,,,
15635078,Chiemela,714,Spain,Male,45,0,€187194.15,,,,,,
15680141,Yuan,759,Spain,Female,35,7,€106785.7,,,,,,
15576945,Clements,582,France,Male,29,0,€142516.35,,,,,,
15602034,Kolesnikov,697,French,Female,34,2,€73334.43,,,,,,
15732020,Rutherford,610,Germany,Male,57,6,€186612.47,,,,,,
15611029,Hsiung,488,Germany,Female,33,4,€123613.81,,,,,,
15621210,Angelo,599,Germany,Male,46,9,€31368.08,,,,,,
15569222,Mendes,781,French,Male,32,6,€40066.95,,,,,,
15664639,McGregor,645,French,Male,19,9,€175969.19,,,,,,
15724223,Bronner,545,France,Female,55,5,€10034.77,,,,,,
15644621,Mironova,597,Germany,Female,40,9,€151167.94,,,,,,
15756056,Ku,561,Spain,Female,28,3,€191387.76,,,,,,
15700353,Evans,662,FRA,Female,37,6,€51229.17,,,,,,
15624388,Henderson,649,Germany,Female,50,5,€87351.42,,,,,,
15627212,Smith,630,France,Female,36,2,€48984.95,,,,,,
15648005,Russell,672,Spain,Male,33,2,€182738.0,,,,,,
15681446,Sun,636,Germany,Female,37,9,€153535.27,,,,,,
15775888,McDonald,593,Germany,Female,38,5,€125079.65,,,,,,
15749019,Wong,545,Germany,Male,45,6,€162321.26,,,,,,
15709928,Niu,567,Spain,Female,41,1,€3414.72,,,,,,
15784676,Fanucci,583,FRA,Male,51,6,€165082.25,,,,,,
15748116,Zetticci,681,French,Female,29,2,€52021.39,,,,,,
15612193,Hsia,762,Spain,Male,29,10,€148256.43,,,,,,
15762984,McIntosh,648,Spain,Male,35,7,€122899.01,,,,,,
15613713,Kozlova,644,FRA,Male,30,5,€10771.46,,,,,,
15664204,Meany,706,Spain,Male,29,2,€18255.51,,,,,,
15639415,Thompson,850,FRA,Male,35,3,€183566.78,,,,,,
15806332,Le Gallienne,484,Spain,Female,39,5,€175224.12,,,,,,
15614929,Cheng,508,Germany,Male,28,0,€147913.56,,,,,,
15695492,P'eng,439,French,Female,29,6,€180598.66,,,,,,
15635972,Lloyd,484,Spain,Male,36,8,€186136.48,,,,,,
15616380,Wheeler,803,Spain,Female,37,1,€7455.2,,,,,,
15581440,Christie,724,Germany,Female,48,6,€80552.11,,,,,,
15654390,He,640,French,Male,33,7,€25722.28,,,,,,
15660688,King,701,Spain,Female,35,9,€170996.86,,,,,,
15806307,Favors,537,French,Male,37,3,€20603.32,,,,,,
15647975,Vida,651,Germany,Male,26,5,€141763.26,,,,,,
15595728,Thomas,523,Germany,Male,41,0,€122284.38,,,,,,
15735388,Wayn,717,French,Female,25,7,€190011.85,,,,,,
15788535,Tan,593,Spain,Male,44,5,€128046.98,,,,,,
15765902,Gibson,706,Germany,Male,38,5,€135662.17,,,,,,
15642345,Y?,714,Germany,Female,49,4,€7571.51,,,,,,
15641250,Calabresi,794,Spain,Male,38,9,€23596.24,,,,,,
15706163,Enyinnaya,518,Germany,Male,46,4,€92727.42,,,,,,
15746708,Ritchie,589,Germany,Male,55,7,€65156.83,,,,,,
15775203,Chia,824,FRA,Male,45,3,€60151.77,,,,,,
15787907,Wang,719,Germany,Female,42,5,€149097.38,,,,,,
15646764,Lorenzo,617,Germany,Female,58,3,€35199.24,,,,,,
15678284,Pai,651,France,Male,35,7,€129451.29,,,,,,
15726791,Nuttall,637,Spain,Female,45,2,€145134.49,,,,,,
15813144,Osborne,554,FRA,Female,26,7,€192709.69,,,,,,
15669342,Ferri,731,Germany,Male,35,2,€139083.7,,,,,,
15710366,Hamilton,569,Spain,Female,42,1,€83629.6,,,,,,
15614934,McEwan,625,Germany,Female,37,4,€35625.41,,,,,,
15588701,Lai,592,France,Female,38,4,€35338.96,,,,,,
15665438,Hs?,669,FRA,Male,43,1,€15602.8,,,,,,
15644896,Thompson,663,Germany,Male,32,3,€182355.21,,,,,,
15670205,Boyd,518,Germany,Female,41,5,€89327.67,,,,,,
15635776,Trevisani,686,Germany,Female,43,5,€151903.6,,,,,,
15791053,Lucciano,709,Germany,Male,45,4,€11.58,,,,,,
15644005,Holman,571,France,Female,33,9,€77519.62,,,,,,
15796343,Bazhenov,707,French,Female,31,2,€91423.69,,,,,,
15751057,Douglas,701,Germany,Male,32,5,€106287.77,,,,,,
15623430,Hill,672,French,Male,34,9,€161800.77,,,,,,
15682600,Lo,620,Germany,Male,39,9,€80582.34,,,,,,
15769312,Forbes,557,Spain,Male,48,10,€185094.48,,,,,,
15708212,Lin,648,Spain,Female,54,7,€172586.89,,,,,,
15650258,Sinclair,479,France,Female,35,2,€195649.79,,,,,,
15604345,Kemp,730,French,Female,22,9,€145792.01,,,,,,
15578297,Ebelegbulam,737,Germany,Female,43,1,€138510.01,,,,,,
15671789,Woods,616,French,Male,31,3,€168895.06,,,,,,
15726186,Genovese,639,Spain,Male,29,4,€97983.44,,,,,,
15764618,Tseng,815,Spain,Female,39,6,€85167.88,,,,,,
15730738,Chiang,786,Spain,Male,31,9,€18210.36,,,,,,
15637650,Williams,549,FRA,Male,50,9,€13608.18,,,,,,
15606267,Wilson,622,FRA,Female,38,4,€110457.99,,,,,,
15625904,Wang,624,French,Male,26,9,€31231.35,,,,,,
15654463,Moore,841,France,Male,34,4,€141582.66,,,,,,
15774151,Iadanza,614,Spain,Female,41,7,€14666.35,,,,,,
15693259,Wallace,676,French,Male,30,1,€55400.17,,,,,,
15642468,Clark,697,France,Male,42,9,€174667.65,,,,,,
15758531,Y?,732,French,Female,40,10,€154189.08,,,,,,
15728352,Yermakov,623,France,Male,27,4,€142170.44,,,,,,
15637240,Wei,541,FRA,Male,46,4,€94499.06,,,,,,
15595588,Chukwunonso,773,Spain,Female,39,4,€182081.45,,,,,,
15778395,McIntyre,762,Germany,Male,34,4,€68562.26,,,,,,
15711825,Ts'ai,655,Spain,Female,35,1,€88798.02,,,,,,
15599251,Chung,602,Germany,Male,32,7,€113781.99,,,,,,
15570004,Tsou,850,FRA,Male,31,3,€121866.87,,,,,,
15656912,Aitken,649,Spain,Male,51,4,€150390.57,,,,,,
15657342,Dawson,850,Germany,Male,28,4,€60708.72,,,,,,
15716284,Ward,543,French,Male,43,9,€78858.07,,,,,,
15672374,Pai,672,France,Male,52,8,€56407.42,,,,,,
15732476,Ifeanyichukwu,600,France,Female,27,3,€125698.97,,,,,,
15747724,Briggs,671,Spain,Female,34,10,€23235.38,,,,,,
15633877,Morrison,706,Spain,Female,42,8,€75732.25,,,,,,
15672516,Wall,541,Germany,Male,51,7,€179861.79,,,,,,
15607827,Nebechukwu,711,Germany,Male,34,4,€42976.64,,,,,,
15751336,Yao,630,Spain,Male,30,3,€10486.69,,,,,,
15646539,Liao,531,French,Male,31,3,€56794.73,,,,,,
15756901,Ch'ang,641,FRA,Female,26,4,€28157.34,,,,,,
15809286,Burke,631,Germany,Male,37,8,€152422.91,,,,,,
15759021,Kay,685,French,Male,35,9,€167033.83,,,,,,
15725039,McIntyre,702,Spain,Male,32,8,€126082.18,,,,,,
15579130,Chidiegwu,708,Germany,Female,43,0,€181499.77,,,,,,
15754112,Musgrove,653,Spain,Male,55,7,€41967.03,,,,,,
15735522,Boulger,654,Germany,Male,37,2,€186300.59,,,,,,
15613326,Gow,596,FRA,Female,33,1,€85412.54,,,,,,
15739502,Amaechi,549,Germany,Female,31,9,€23343.18,,,,,,
15670914,Robe,754,FRA,Male,38,2,€180698.32,,,,,,
15604073,Bibi,815,Germany,Female,25,8,€136071.05,,,,,,
15806027,Niu,556,France,Female,52,9,€175149.2,,,,,,
15574886,Palerma,706,French,Male,32,6,€146949.74,,,,,,
15707120,Cocci,850,FRA,Male,46,9,€88920.68,,,,,,
15800845,Artemieva,732,Spain,Female,33,8,€45098.62,,,,,,
15603914,Arcuri,614,France,Male,40,6,€20339.79,,,,,,
15722765,Owen,580,Spain,Female,57,0,€108528.74,,,,,,
15783305,Franklin,593,France,Female,46,7,€145560.38,,,,,,
15574842,Lorenzo,653,Germany,Female,25,2,€199357.24,,,,,,
15607837,Muriel,746,French,Female,29,4,€43106.17,,,,,,
15714877,MacDevitt,662,France,Female,29,10,€137508.31,,,,,,
15782941,Chijindum,573,France,Male,31,2,€91957.39,,,,,,
15630167,Gibson,684,Spain,Female,39,4,€120612.11,,,,,,
15759038,Whitehead,793,France,Female,41,3,€102921.17,,,,,,
15661821,Johnstone,798,Germany,Female,49,5,€31686.33,,,,,,
15728006,Endrizzi,524,FRA,Male,40,2,€180002.42,,,,,,
15712176,Burke,816,FRA,Male,31,8,€28407.4,,,,,,
15689351,Johnson,742,Germany,Female,41,4,€73743.95,,,,,,
15782247,Yeh,540,FRA,Male,22,4,€186233.26,,,,,,
15769064,Marshall,537,Germany,Male,39,3,€31728.86,,,,,,
15718153,Kao,759,Spain,Female,74,6,€48244.64,,,,,,
15613189,Browne,774,France,Female,52,2,€113266.28,,,,,,
15661734,Taylor,608,Germany,Male,42,8,€71178.09,,,,,,
15592645,Gibbons,704,Spain,Male,37,4,€25684.93,,,,,,
15768387,Nott,581,FRA,Male,41,8,€29737.14,,,,,,
15792525,Lei,628,Germany,Female,61,1,€149922.38,,,,,,
15586976,Alexeeva,566,France,Female,42,6,€180702.12,,,,,,
15790659,Sheets,701,Spain,Male,59,7,€27597.59,,,,,,
15691446,Tokaryev,735,Spain,Male,29,10,€95025.27,,,,,,
15772632,Ts'ui,680,FRA,Female,34,1,€167035.07,,,,,,
15706587,Johnston,560,French,Male,57,0,€116781.71,,,,,,
15572461,Kung,663,Germany,Female,29,4,€21170.81,,,,,,
15654409,Unwin,665,France,Female,34,5,€29641.58,,,,,,
15568025,Hsueh,758,France,Male,51,8,€116520.07,,,,,,
15715769,Hao,621,French,Male,26,2,€44220.4,,,,,,
15667458,L?,764,Germany,Male,28,10,€166188.28,,,,,,
15567980,Frater,537,Germany,Female,46,5,€140857.76,,,,,,
15679294,Brennan,589,French,Female,46,10,€37024.28,,,,,,
15606507,Pisani,555,France,Male,24,5,€27513.47,,,,,,
15578825,Golubev,734,France,Female,29,0,€17744.72,,,,,,
15619935,Vanmeter,783,Spain,Female,59,9,€4423.63,,,,,,
15636089,Hs?,678,Germany,Female,51,1,€109718.44,,,,,,
15727490,Scott,661,France,Male,47,5,€107243.31,,,,,,
15591766,Crawford,607,Spain,Female,25,4,€115288.24,,,,,,
15641629,P'eng,537,Spain,Female,38,1,€41233.97,,,,,,
15813303,Rearick,513,Spain,Male,88,10,€52952.24,,,,,,
15756920,Genovesi,576,FRA,Male,63,9,€78955.8,,,,,,
15726403,Glenny,660,Germany,Male,41,1,€26025.6,,,,,,
15592765,Marks,637,French,Male,40,8,€174536.17,,,,,,
15704442,Fleming,672,FRA,Female,53,9,€147311.47,,,,,,
15641136,Davison,629,FRA,Male,32,2,€77965.44,,,,,,
15725818,Chibuzo,583,Germany,Male,40,4,€5635.63,,,,,,
15612071,Wilson,763,Spain,Female,32,10,€81310.1,,,,,,
15719809,Endrizzi,516,Germany,Male,32,3,€111421.45,,,,,,
15716518,Yuryeva,617,France,Female,27,4,€190269.21,,,,,,
15742210,Ugochukwu,700,France,Male,38,9,€100950.48,,,,,,
15630617,Lo Duca,727,Germany,Male,36,6,€113033.73,,,,,,
15720838,Gallo,689,Spain,Female,31,3,€120663.57,,,,,,
15595537,Trout,626,Germany,Male,49,9,€187192.23,,,,,,
15623196,Morley,686,FRA,Male,38,6,€97825.23,,,,,,
15679249,Chou,351,Germany,Female,57,4,€169621.69,,,,,,
15693199,Shao,739,FRA,Female,37,8,€191557.1,,,,,,
15661219,Trentino,627,French,Male,32,10,€103287.62,,,,,,
15617136,Mazzanti,451,Germany,Female,38,9,€167538.66,,,,,,
15760294,Endrizzi,512,French,Female,41,8,€64869.32,,,,,,
15652808,Monaldo,774,French,Female,41,5,€102426.06,,,,,,
15657139,Otutodilinna,652,France,Female,40,8,€107876.2,,,,,,
15803790,Allen,638,Germany,Male,37,2,€37294.88,,,,,,
15764105,Milne,475,France,Female,57,1,€89248.99,,,,,,
15672610,Somadina,567,Spain,Male,40,4,€91973.63,,,,,,
15766896,Chieloka,750,French,Male,37,3,€16870.2,,,,,,
15587735,Chukwuebuka,850,FRA,Male,39,6,€121681.19,,,,,,
15659501,Chioke,753,French,Female,38,6,€33730.43,,,,,,
15745001,Kovalev,683,Spain,Female,36,7,€104786.59,,,,,,
15651140,Doherty,710,FRA,Female,32,3,€94790.34,,,,,,
15571148,Baranov,645,Spain,Female,21,1,€28726.07,,,,,,
15776824,Rossi,714,French,Male,28,6,€67057.27,,,,,,
15633141,Robinson,696,Germany,Female,35,4,€69079.85,,,,,,
15764174,Bidencope,612,Spain,Female,26,4,€179780.74,,,,,,
15778155,T'ien,520,Germany,Female,31,3,€183572.39,,,,,,
15715920,De Bernales,782,Spain,Male,23,10,€142587.32,,,,,,
15671917,Wade,666,French,Male,46,5,€177844.06,,,,,,
15666548,Chung,466,Germany,Female,56,2,€197634.11,,,,,,
15625623,Stevenson,567,FRA,Female,45,4,€121053.19,,,,,,
15748123,Chienezie,613,French,Male,20,3,€149613.77,,,,,,
15648735,Cashin,718,France,Male,37,8,€142.81,,,,,,
15634974,Seppelt,614,France,Female,37,8,€131766.67,,,,,,
15713378,Brownless,711,French,Male,38,10,€53311.78,,,,,,
15753370,McDonald,691,Germany,Female,38,5,€107665.02,,,,,,
15782659,Mamelu,527,French,Male,32,0,€109523.88,,,,,,
15583364,McGregor,476,French,Female,32,6,€112132.86,,,,,,
15625942,McDonald,619,Spain,Female,45,0,€113645.4,,,,,,
15720284,Crawford,607,Germany,Female,37,4,€180890.4,,,,,,
15679642,Feng,695,Spain,Male,44,8,€70974.13,,,,,,
15628007,Genovese,653,France,Male,33,1,€53379.52,,,,,,
15661974,Pirozzi,677,FRA,Male,46,2,€158531.01,,,,,,
15689341,Gibbs,655,French,Female,50,10,€179267.94,,,,,,
15607993,Milne,625,FRA,Female,52,2,€84606.03,,,,,,
15693267,Dickson,679,Germany,Female,34,7,€56984.58,,,,,,
15769522,O'Connor,734,FRA,Male,51,1,€116912.45,,,,,,
15755825,McGuirk,666,FRA,Male,39,10,€102999.33,,,,,,
15598175,Toscani,592,Germany,Female,26,4,€132801.57,,,,,,
15744327,Ruth,564,FRA,Male,40,4,€85455.62,,,,,,
15798666,Hughes,814,FRA,Female,36,6,€98657.01,,,,,,
15577064,Onyekaozulu,592,Germany,Male,36,2,€107948.72,,,,,,
15759436,Aksenov,758,FRA,Female,50,2,€67944.09,,,,,,
15690231,K'ung,612,Spain,Female,62,0,€192892.05,,,,,,
15751561,Meng,498,Germany,Male,61,7,€187247.56,,,,,,
15739068,Nwoye,638,Germany,Male,25,4,€114722.42,,,,,,
15758056,Calabresi,558,French,Male,35,1,€111687.57,,,,,,
15742269,Milano,756,French,Female,24,1,€184182.25,,,,,,
15726490,Kirby,782,Spain,Male,52,4,€52759.82,,,,,,
15738411,Ho,505,FRA,Male,34,10,€126451.14,,,,,,
15727919,Chukwuemeka,671,Spain,Female,29,6,€12048.67,,,,,,
15709396,Hale,801,FRA,Male,42,6,€95804.33,,,,,,
15654106,K?,604,France,Male,26,8,€197911.52,,,,,,
15621653,Rice,716,FRA,Female,29,10,€182531.74,,,,,,
15598086,Brown,624,France,Female,45,3,€168002.31,,,,,,
15752300,Sagese,607,Germany,Male,47,4,€79450.61,,,,,,
15658693,Aksyonova,827,FRA,Female,60,2,€60615.83,,,,,,
15631838,Findlay,606,France,Male,61,5,€8643.21,,,,,,
15803804,Walker,717,Germany,Female,35,5,€172172.7,,,,,,
15578809,Hao,651,Germany,Male,40,1,€174434.06,,,,,,
15752026,Hammer,691,FRA,Male,58,3,€194930.3,,,,,,
15723706,Abbott,573,France,Female,33,0,€137476.71,,,,,,
15752838,Lucas,723,Spain,Male,38,6,€94415.6,,,,,,
15569571,Davydova,584,Germany,Female,46,6,€120376.87,,,,,,
15769703,West,550,Germany,Female,45,8,€97623.42,,,,,,
15679770,Smith,611,France,Female,61,3,€66238.23,,,,,,
15791102,Mai,549,Germany,Male,41,9,€131710.59,,,,,,
15655192,Fiorentino,850,Spain,Female,24,1,€69052.87,,,,,,
15709487,Freeman,668,Germany,Male,34,5,€56780.97,,,,,,
15687130,Nkemjika,686,France,Female,43,0,€170072.9,,,,,,
15755178,Ramos,660,France,Male,50,1,€191849.15,,,,,,
15634772,Mario,682,Spain,Female,59,0,€84803.76,,,,,,
15617197,Chien,524,French,Male,50,4,€31840.59,,,,,,
15631240,Dubinina,645,French,Female,36,8,€12096.61,,,,,,
15784301,Wang,850,France,Male,42,0,€44165.84,,,,,,
15631310,Hsieh,537,French,Female,53,3,€91406.62,,,,,,
15756560,Moran,599,Spain,Female,46,7,€83282.21,,,,,,
15732270,Hung,727,Spain,Male,71,8,€198446.91,,,,,,
15739357,Moss,756,Spain,Male,30,2,€7554.68,,,,,,
15771540,Fedorova,755,French,Male,38,9,€80416.16,,,,,,
15567486,Li,634,Spain,Female,41,4,€164549.74,,,,,,
15714634,Nebechi,837,France,Male,26,4,€175477.03,,,,,,
15727021,Obialo,727,Germany,Female,30,8,€137903.54,,,,,,
15650670,Bateson,567,Germany,Female,40,2,€93795.86,,,,,,
15711834,Long,650,Spain,Female,30,6,€67997.13,,,,,,
15729763,Nelson,655,Spain,Male,34,1,€49492.15,,,,,,
15646566,Bell,763,French,Female,58,9,€35825.18,,,,,,
15645463,Udinese,843,FRA,Female,27,5,€67494.23,,,,,,
15672144,Mao,667,France,Female,38,6,€73963.17,,,,,,
15596088,Fanucci,705,FRA,Female,50,4,€145159.26,,,,,,
15614878,Yeh,660,Germany,Female,29,6,€123850.58,,,,,,
15635240,Onuoha,553,French,Male,42,1,€23822.04,,,,,,
15775905,Moore,612,Germany,Female,47,6,€45750.21,,,,,,
15700657,Thornton,641,Germany,Female,40,2,€159773.14,,,,,,
15611905,Warlow-Davies,513,Spain,Female,31,5,€84238.63,,,,,,
15652527,Champion,680,French,Male,44,7,€72330.46,,,,,,
15785865,Mazzanti,711,French,Male,58,9,€26767.85,,,,,,
15645942,Macleod,689,Spain,Male,40,2,€164768.82,,,,,,
15688691,Lei,665,Germany,Female,51,9,€1112.76,,,,,,
15592736,Lucchese,551,Germany,Male,54,5,€176680.16,,,,,,
15673529,Lombardo,645,Spain,Male,36,4,€43999.64,,,,,,
15724145,William,616,Germany,Male,29,8,€140746.13,,,,,,
15704629,Wright,582,FRA,Female,32,1,€152790.92,,,,,,
15597896,Ozoemena,365,Germany,Male,30,0,€81537.85,,,,,,
15731790,Boyle,697,Germany,Female,38,6,€7387.8,,,,,,
15634719,Chinwendu,704,FRA,Male,31,0,€183038.33,,,,,,
15703205,Uwaezuoke,656,French,Female,46,5,€138849.06,,,,,,
15567333,Archambault,712,France,Female,31,7,€170333.38,,,,,,
15754537,Ko,748,France,Male,40,0,€60416.76,,,,,,
15612030,Udegbulam,724,France,Male,28,9,€100240.2,,,,,,
15573242,Greene,691,French,Male,50,6,€2704.98,,,,,,
15601892,Hunter,563,FRA,Male,33,8,€68815.05,,,,,,
15663885,Blinova,741,FRA,Male,32,5,€64839.23,,,,,,
15701096,De Garis,778,FRA,Male,44,8,€144494.94,,,,,,
15710450,Okwudiliolisa,848,Spain,Male,22,7,€185510.34,,,,,,
15790846,Ts'ai,634,Germany,Male,38,2,€56055.72,,,,,,
15658956,Tuan,505,Germany,Male,40,6,€155061.97,,,,,,
15755223,Tseng,692,Germany,Male,53,7,€119817.19,,,,,,
15787318,Holmwood,537,Germany,Female,47,6,€16259.64,,,,,,
15737310,Thompson,633,France,Male,29,10,€184654.87,,,,,,
15763665,Y?,833,France,Female,28,4,€5278.78,,,,,,
15668818,Chidubem,592,Spain,Female,40,2,€113244.73,,,,,,
15765812,Trevisani,587,Spain,Male,48,1,€8908.0,,,,,,
15704844,Hsiung,550,Spain,Male,62,7,€64490.67,,,,,,
15744582,Randall,680,FRA,Female,24,10,€154971.63,,,,,,
15616700,Leach,622,Spain,Female,41,9,€155786.39,,,,,,
15683521,Godfrey,594,Germany,Male,28,0,€129084.82,,,,,,
15583049,Wallace,643,Germany,Female,34,7,€188533.11,,,,,,
15643752,Wei,540,France,Male,25,5,€13411.67,,,,,,
15620398,Mitchell,635,Spain,Female,34,5,€15733.19,,,,,,
15715707,Light,657,France,Male,32,3,€73127.61,,,,,,
15814209,Capon,814,FRA,Male,31,1,€101704.19,,,,,,
15733768,Hou,600,France,Male,32,1,€101986.16,,,,,,
15755242,Rowe,682,French,Female,46,2,€114442.66,,,,,,
15729412,Holloway,682,France,Male,38,4,€15669.17,,,,,,
15746564,O'Sullivan,566,France,Male,42,3,€157486.1,,,,,,
15588446,Udinesi,550,Spain,Male,34,3,€131281.28,,,,,,
15665221,Nwebube,630,France,Male,26,7,€197001.15,,,,,,
15640846,Chibueze,546,Germany,Female,58,3,€128881.87,,,,,,
15700209,Walker,486,French,Male,63,9,€85101.0,,,,,,
15658360,Gregory,762,Spain,Male,35,9,€149822.04,,,,,,
15602735,Kuo,692,Germany,Male,45,6,€108040.86,,,,,,
15724834,Wilson,498,France,Female,30,1,€135795.53,,,,,,
15800062,Lanford,850,Spain,Male,49,8,€25867.67,,,,,,
